92.310, 98.231, 2.500, 61.400 False
92.314, 97.981, 2.500, 61.500 False
92.318, 97.731, 2.500, 61.600 False
92.321, 97.481, 2.500, 61.700 False
92.325, 97.231, 2.500, 61.800 False
92.328, 96.981, 2.500, 61.900 False
92.331, 96.731, 2.500, 62.000 False
92.334, 96.481, 2.500, 62.100 False
92.333, 96.231, 2.499, 62.200 False
92.335, 95.981, 2.500, 62.300 False
92.337, 95.731, 2.500, 62.400 False
92.334, 95.481, 2.498, 62.500 False
92.334, 95.231, 2.500, 62.600 False
92.335, 94.981, 2.501, 62.700 False
92.336, 94.731, 2.500, 62.800 False
92.337, 94.481, 2.500, 62.900 False
92.338, 94.231, 2.500, 63.000 False
92.339, 93.981, 2.500, 63.100 False
92.339, 93.731, 2.500, 63.200 False
92.340, 93.481, 2.500, 63.300 False
92.340, 93.231, 2.500, 63.400 False
92.341, 92.981, 2.500, 63.500 False
92.341, 92.731, 2.500, 63.600 False
92.342, 92.481, 2.500, 63.700 False
92.342, 92.231, 2.500, 63.800 False
92.342, 91.981, 2.500, 63.900 False
92.342, 91.731, 2.500, 64.000 False
92.342, 91.481, 2.500, 64.100 False
92.342, 91.231, 2.500, 64.200 False
92.342, 90.981, 2.500, 64.300 False
92.342, 90.731, 2.500, 64.400 False
92.338, 90.481, 2.499, 64.500 False
92.337, 90.231, 2.500, 64.600 False
92.341, 89.981, 2.500, 64.700 False
92.341, 89.731, 2.500, 64.800 False
92.341, 89.481, 2.500, 64.900 False
92.341, 89.231, 2.500, 65.000 False
92.341, 88.981, 2.500, 65.100 False
92.341, 88.731, 2.500, 65.200 False
